"id_claim_number","id_case_number","case_serial","date_created","sku","name","user_description","id_dispatch_center","value"
1819,2889,RC-1819-CS-2889-GT,2023-11-06 08:48:02.399,50000232,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1072,"4.00"
1821,2890,RC-1821-CS-2890-GT,2023-11-09 11:45:55.135,50000586,Calidad,Seleccion de tipo problema de calidad,1072,damaged
1821,2890,RC-1821-CS-2890-GT,2023-11-09 11:45:55.135,50000586,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1821,2890,RC-1821-CS-2890-GT,2023-11-09 11:45:55.135,50000586,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,true
1821,2890,RC-1821-CS-2890-GT,2023-11-09 11:45:55.135,50000586,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1072,"7.00"
1824,2891,RC-1824-CS-2891-GT,2023-11-13 21:31:58.683,50000424,Calidad,Seleccion de tipo problema de calidad,1072,rust
1824,2891,RC-1824-CS-2891-GT,2023-11-13 21:31:58.683,50000424,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1824,2891,RC-1824-CS-2891-GT,2023-11-13 21:31:58.683,50000424,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,true
1824,2891,RC-1824-CS-2891-GT,2023-11-13 21:31:58.683,50000424,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1072,"2.86"
1824,2892,RC-1824-CS-2892-GT,2023-11-13 22:17:07.199,50000943,Calidad,Seleccion de tipo problema de calidad,1072,damaged
1824,2892,RC-1824-CS-2892-GT,2023-11-13 22:17:07.199,50000943,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1824,2892,RC-1824-CS-2892-GT,2023-11-13 22:17:07.199,50000943,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,true
1824,2892,RC-1824-CS-2892-GT,2023-11-13 22:17:07.199,50000943,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1072,"1.46"
1827,2894,RC-1827-CS-2894-GT,2023-11-16 14:44:57.256,50013761,Calidad,Seleccion de tipo problema de calidad,1072,technical_especification
1827,2894,RC-1827-CS-2894-GT,2023-11-16 14:44:57.256,50013761,Calidad,Cantidad reportada problemas de calidad,1072,"91"
1827,2894,RC-1827-CS-2894-GT,2023-11-16 14:44:57.256,50013761,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,true
1827,2894,RC-1827-CS-2894-GT,2023-11-16 14:44:57.256,50013761,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1072,"6.00"
1810,2884,RC-1810-CS-2884-GT,2023-10-27 17:17:35.254,50000334,Calidad,Cantidad reportada problemas de calidad,1072,"10"
1814,2885,RC-1814-CS-2885-GT,2023-10-31 16:30:22.030,50001351,Calidad,Seleccion de tipo problema de calidad,1072,damaged
1814,2885,RC-1814-CS-2885-GT,2023-10-31 16:30:22.030,50001351,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1829,2896,RC-1829-CS-2896-GT,2023-11-20 16:37:18.031,50000593,Calidad,Seleccion de tipo problema de calidad,1072,damaged
1829,2896,RC-1829-CS-2896-GT,2023-11-20 16:37:18.031,50000593,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1830,2897,RC-1830-CS-2897-GT,2023-11-23 09:01:20.868,50000232,Calidad,Seleccion de tipo problema de calidad,1072,fold
1830,2897,RC-1830-CS-2897-GT,2023-11-23 09:01:20.868,50000232,Calidad,Cantidad reportada problemas de calidad,1072,"50"
1830,2897,RC-1830-CS-2897-GT,2023-11-23 09:01:20.868,50000232,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,true
1830,2897,RC-1830-CS-2897-GT,2023-11-23 09:01:20.868,50000232,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1072,"4.00"
2211,3240,RC-2211-CS-3240-PA,2024-04-05 07:34:23.742,50000853,Cantidad diferente,Cantidad reportada cantidad diferente,6083,"30"
1837,2901,RC-1837-CS-2901-GT,2023-11-24 11:13:22.884,50000337,Calidad,Seleccion de tipo problema de calidad,1063,rust
1837,2901,RC-1837-CS-2901-GT,2023-11-24 11:13:22.884,50000337,Calidad,Cantidad reportada problemas de calidad,1063,"10"
1837,2901,RC-1837-CS-2901-GT,2023-11-24 11:13:22.884,50000337,Calidad,"Cliente se queda con el producto, problemas de calidad",1063,true
1837,2902,RC-1837-CS-2902-GT,2023-11-24 11:14:12.327,50000337,Calidad,Seleccion de tipo problema de calidad,1063,rust
1837,2902,RC-1837-CS-2902-GT,2023-11-24 11:14:12.327,50000337,Calidad,Cantidad reportada problemas de calidad,1063,"10"
1837,2902,RC-1837-CS-2902-GT,2023-11-24 11:14:12.327,50000337,Calidad,"Cliente se queda con el producto, problemas de calidad",1063,true
1837,2902,RC-1837-CS-2902-GT,2023-11-24 11:14:12.327,50000337,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1063,"4.07"
1842,2905,RC-1842-CS-2905-GT,2023-11-28 11:28:38.031,50000674,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,1072,missing_amount
1842,2905,RC-1842-CS-2905-GT,2023-11-28 11:28:38.031,50000674,Cantidad diferente,Cantidad reportada cantidad diferente,1072,"20"
1845,2907,RC-1845-CS-2907-GT,2023-11-29 10:01:08.174,50000437,Calidad,Seleccion de tipo problema de calidad,1072,manufacture_issue
1845,2907,RC-1845-CS-2907-GT,2023-11-29 10:01:08.174,50000437,Calidad,Cantidad reportada problemas de calidad,1072,"2"
1845,2907,RC-1845-CS-2907-GT,2023-11-29 10:01:08.174,50000437,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1847,2908,RC-1847-CS-2908-GT,2023-11-29 10:11:38.402,50004396,Calidad,Seleccion de tipo problema de calidad,1072,manufacture_issue
1847,2908,RC-1847-CS-2908-GT,2023-11-29 10:11:38.402,50004396,Calidad,Cantidad reportada problemas de calidad,1072,"9"
1847,2908,RC-1847-CS-2908-GT,2023-11-29 10:11:38.402,50004396,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1835,2899,RC-1835-CS-2899-GT,2023-11-23 16:00:25.211,50000449,Calidad,Seleccion de tipo problema de calidad,1072,damaged
1835,2899,RC-1835-CS-2899-GT,2023-11-23 16:00:25.211,50000449,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1835,2899,RC-1835-CS-2899-GT,2023-11-23 16:00:25.211,50000449,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1810,2884,RC-1810-CS-2884-GT,2023-10-27 17:17:35.254,50000334,Calidad,Seleccion de tipo problema de calidad,1072,rust
1810,2884,RC-1810-CS-2884-GT,2023-10-27 17:17:35.254,50000334,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1814,2885,RC-1814-CS-2885-GT,2023-10-31 16:30:22.030,50001351,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1843,2906,RC-1843-CS-2906-GT,2023-11-28 16:37:05.218,50001572,Calidad,Seleccion de tipo problema de calidad,1072,fold
1843,2906,RC-1843-CS-2906-GT,2023-11-28 16:37:05.218,50001572,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1843,2906,RC-1843-CS-2906-GT,2023-11-28 16:37:05.218,50001572,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1852,2911,RC-1852-CS-2911-GT,2023-11-29 12:25:18.228,50000817,Calidad,Seleccion de tipo problema de calidad,1072,manipulation_damage
1852,2911,RC-1852-CS-2911-GT,2023-11-29 12:25:18.228,50000817,Calidad,Cantidad reportada problemas de calidad,1072,"10"
1852,2911,RC-1852-CS-2911-GT,2023-11-29 12:25:18.228,50000817,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1852,2912,RC-1852-CS-2912-GT,2023-11-29 12:28:32.621,31000116,Calidad,Seleccion de tipo problema de calidad,1072,manipulation_damage
1852,2912,RC-1852-CS-2912-GT,2023-11-29 12:28:32.621,31000116,Calidad,Cantidad reportada problemas de calidad,1072,"10"
1852,2912,RC-1852-CS-2912-GT,2023-11-29 12:28:32.621,31000116,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
2215,3244,RC-2215-CS-3244-GT,2024-04-05 07:56:48.717,50000348,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,1221,missing_amount
2219,3247,RC-2219-CS-3247-PA,2024-04-05 11:02:11.552,50012980,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,6083,missing_amount
2219,3247,RC-2219-CS-3247-PA,2024-04-05 11:02:11.552,50012980,Cantidad diferente,Cantidad reportada cantidad diferente,6083,"2"
2745,3759,RC-2745-CS-3759-NI,2024-06-18 13:15:30.339,50012478,Calidad,Seleccion de tipo problema de calidad,4131,rust
2224,3251,RC-2224-CS-3251-PA,2024-04-05 15:25:00.976,50012980,Calidad,Seleccion de tipo problema de calidad,6083,fold
2224,3251,RC-2224-CS-3251-PA,2024-04-05 15:25:00.976,50012980,Calidad,Cantidad reportada problemas de calidad,6083,"20"
1862,2918,RC-1862-CS-2918-GT,2023-11-30 11:22:45.909,50000331,Calidad,Seleccion de tipo problema de calidad,1072,technical_especification
1862,2918,RC-1862-CS-2918-GT,2023-11-30 11:22:45.909,50000331,Calidad,Cantidad reportada problemas de calidad,1072,"40"
1862,2918,RC-1862-CS-2918-GT,2023-11-30 11:22:45.909,50000331,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1865,2920,RC-1865-CS-2920-GT,2023-12-04 08:25:10.898,50001270,Cantidad diferente,Cantidad reportada cantidad diferente,1072,"1"
1855,2913,RC-1855-CS-2913-GT,2023-11-29 15:20:23.087,50000347,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,1072,missing_amount
1855,2913,RC-1855-CS-2913-GT,2023-11-29 15:20:23.087,50000347,Cantidad diferente,Cantidad reportada cantidad diferente,1072,"1"
1864,2919,RC-1864-CS-2919-GT,2023-12-04 08:10:28.510,50000652,Calidad,Seleccion de tipo problema de calidad,1072,manufacture_issue
1864,2919,RC-1864-CS-2919-GT,2023-12-04 08:10:28.510,50000652,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1839,2903,RC-1839-CS-2903-GT,2023-11-27 16:13:47.769,50000513,Calidad,Seleccion de tipo problema de calidad,1072,fold
1839,2903,RC-1839-CS-2903-GT,2023-11-27 16:13:47.769,50000513,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1840,2904,RC-1840-CS-2904-GT,2023-11-27 16:55:38.447,50000593,Calidad,Seleccion de tipo problema de calidad,1072,rust
1840,2904,RC-1840-CS-2904-GT,2023-11-27 16:55:38.447,50000593,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1834,2898,RC-1834-CS-2898-GT,2023-11-23 15:55:03.621,50000775,Calidad,Seleccion de tipo problema de calidad,1072,manufacture_issue
1858,2917,RC-1858-CS-2917-GT,2023-11-29 16:39:43.189,70000640,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,1074,missing_amount
1858,2917,RC-1858-CS-2917-GT,2023-11-29 16:39:43.189,70000640,Cantidad diferente,Cantidad reportada cantidad diferente,1074,"18"
1865,2920,RC-1865-CS-2920-GT,2023-12-04 08:25:10.898,50001270,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,1072,missing_amount
1867,2921,RC-1867-CS-2921-GT,2023-12-04 12:08:10.510,50000342,Calidad,Seleccion de tipo problema de calidad,1072,rust
1867,2921,RC-1867-CS-2921-GT,2023-12-04 12:08:10.510,50000342,Calidad,Cantidad reportada problemas de calidad,1072,"0350"
1867,2921,RC-1867-CS-2921-GT,2023-12-04 12:08:10.510,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1867,2922,RC-1867-CS-2922-GT,2023-12-04 12:09:40.419,50000343,Calidad,Seleccion de tipo problema de calidad,1072,rust
1867,2922,RC-1867-CS-2922-GT,2023-12-04 12:09:40.419,50000343,Calidad,Cantidad reportada problemas de calidad,1072,"69"
1867,2922,RC-1867-CS-2922-GT,2023-12-04 12:09:40.419,50000343,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1864,2919,RC-1864-CS-2919-GT,2023-12-04 08:10:28.510,50000652,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1872,2926,RC-1872-CS-2926-GT,2023-12-05 14:18:09.007,50000342,Calidad,Seleccion de tipo problema de calidad,1072,rust
1872,2926,RC-1872-CS-2926-GT,2023-12-05 14:18:09.007,50000342,Calidad,Cantidad reportada problemas de calidad,1072,"0490"
1872,2926,RC-1872-CS-2926-GT,2023-12-05 14:18:09.007,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
2212,3241,RC-2212-CS-3241-PA,2024-04-05 07:38:39.413,50012981,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,6083,missing_amount
1874,2927,RC-1874-CS-2927-GT,2023-12-06 15:05:03.638,50000342,Calidad,Seleccion de tipo problema de calidad,1072,rust
1874,2927,RC-1874-CS-2927-GT,2023-12-06 15:05:03.638,50000342,Calidad,Cantidad reportada problemas de calidad,1072,"0500"
1874,2927,RC-1874-CS-2927-GT,2023-12-06 15:05:03.638,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1871,2923,RC-1871-CS-2923-GT,2023-12-05 14:00:04.392,50000342,Calidad,Seleccion de tipo problema de calidad,1072,rust
1871,2923,RC-1871-CS-2923-GT,2023-12-05 14:00:04.392,50000342,Calidad,Cantidad reportada problemas de calidad,1072,"094"
1871,2923,RC-1871-CS-2923-GT,2023-12-05 14:00:04.392,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1871,2924,RC-1871-CS-2924-GT,2023-12-05 14:01:19.800,50000342,Calidad,Seleccion de tipo problema de calidad,1072,rust
1871,2924,RC-1871-CS-2924-GT,2023-12-05 14:01:19.800,50000342,Calidad,Cantidad reportada problemas de calidad,1072,"406"
1871,2924,RC-1871-CS-2924-GT,2023-12-05 14:01:19.800,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1839,2903,RC-1839-CS-2903-GT,2023-11-27 16:13:47.769,50000513,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1871,2925,RC-1871-CS-2925-GT,2023-12-05 14:02:19.346,50000343,Calidad,Seleccion de tipo problema de calidad,1072,rust
1871,2925,RC-1871-CS-2925-GT,2023-12-05 14:02:19.346,50000343,Calidad,Cantidad reportada problemas de calidad,1072,"0700"
1871,2925,RC-1871-CS-2925-GT,2023-12-05 14:02:19.346,50000343,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1878,2930,RC-1878-CS-2930-GT,2023-12-11 16:18:38.926,50000514,Calidad,Seleccion de tipo problema de calidad,1072,fold
1878,2930,RC-1878-CS-2930-GT,2023-12-11 16:18:38.926,50000514,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1878,2930,RC-1878-CS-2930-GT,2023-12-11 16:18:38.926,50000514,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1879,2931,RC-1879-CS-2931-GT,2023-12-11 16:30:11.977,50000437,Calidad,Seleccion de tipo problema de calidad,1072,fold
1879,2931,RC-1879-CS-2931-GT,2023-12-11 16:30:11.977,50000437,Calidad,Cantidad reportada problemas de calidad,1072,"3"
1879,2931,RC-1879-CS-2931-GT,2023-12-11 16:30:11.977,50000437,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1890,2935,RC-1890-CS-2935-GT,2023-12-14 08:59:36.107,31000095,Producto cruzado,Cantidad reportada producto cruzado,1063,"700"
1890,2935,RC-1890-CS-2935-GT,2023-12-14 08:59:36.107,31000095,Producto cruzado,"Cliente se queda con el producto, producto cruzado",1063,true
1890,2935,RC-1890-CS-2935-GT,2023-12-14 08:59:36.107,31000095,Producto cruzado,producto seleccionado flujo cantidad diferente,1063,"31000124 - TUBO GALV.CUAD.3/4"" CH16-PR"
1890,2936,RC-1890-CS-2936-GT,2023-12-14 09:08:03.821,31000095,Producto cruzado,Cantidad reportada producto cruzado,1063,"200"
1890,2936,RC-1890-CS-2936-GT,2023-12-14 09:08:03.821,31000095,Producto cruzado,"Cliente se queda con el producto, producto cruzado",1063,true
1890,2936,RC-1890-CS-2936-GT,2023-12-14 09:08:03.821,31000095,Producto cruzado,producto seleccionado flujo cantidad diferente,1063,"31000068 - TUBO GALV.CUAD.1 1/2"" CH18 MM-PR"
1894,2937,RC-1894-CS-2937-GT,2023-12-15 09:05:06.190,50000334,Cantidad diferente,Resultado de seleccion producto faltante o sobrante,1063,missing_amount
1894,2937,RC-1894-CS-2937-GT,2023-12-15 09:05:06.190,50000334,Cantidad diferente,Cantidad reportada cantidad diferente,1063,"19"
1834,2898,RC-1834-CS-2898-GT,2023-11-23 15:55:03.621,50000775,Calidad,Cantidad reportada problemas de calidad,1072,"30"
1834,2898,RC-1834-CS-2898-GT,2023-11-23 15:55:03.621,50000775,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1840,2904,RC-1840-CS-2904-GT,2023-11-27 16:55:38.447,50000593,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1890,2938,RC-1890-CS-2938-GT,2023-12-15 16:31:13.498,31000153,Producto cruzado,Cantidad reportada producto cruzado,1063,"173"
1890,2938,RC-1890-CS-2938-GT,2023-12-15 16:31:13.498,31000153,Producto cruzado,"Cliente se queda con el producto, producto cruzado",1063,true
1890,2938,RC-1890-CS-2938-GT,2023-12-15 16:31:13.498,31000153,Producto cruzado,producto seleccionado flujo cantidad diferente,1063,"31000068 - TUBO GALV.CUAD.1 1/2"" CH18 MM-PR"
1890,2939,RC-1890-CS-2939-GT,2023-12-15 16:33:03.335,31000153,Producto cruzado,Cantidad reportada producto cruzado,1063,"27"
1890,2939,RC-1890-CS-2939-GT,2023-12-15 16:33:03.335,31000153,Producto cruzado,"Cliente se queda con el producto, producto cruzado",1063,true
1890,2939,RC-1890-CS-2939-GT,2023-12-15 16:33:03.335,31000153,Producto cruzado,producto seleccionado flujo cantidad diferente,1063,"31000068 - TUBO GALV.CUAD.1 1/2"" CH18 MM-PR"
1888,2940,RC-1888-CS-2940-GT,2023-12-17 20:26:55.581,50000248,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",1063,true
1888,2940,RC-1888-CS-2940-GT,2023-12-17 20:26:55.581,50000248,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1063,"15.00"
1885,2934,RC-1885-CS-2934-GT,2023-12-13 12:14:54.066,50000437,Calidad,Seleccion de tipo problema de calidad,1072,fold
1888,2940,RC-1888-CS-2940-GT,2023-12-17 20:26:55.581,50000248,Calidad,Seleccion de tipo problema de calidad,1063,fold
1875,2928,RC-1875-CS-2928-GT,2023-12-06 15:09:24.393,50000082,Calidad,Cantidad reportada problemas de calidad,1072,"1"
1888,2940,RC-1888-CS-2940-GT,2023-12-17 20:26:55.581,50000248,Calidad,Cantidad reportada problemas de calidad,1063,"3"
1888,2940,RC-1888-CS-2940-GT,2023-12-17 20:26:55.581,50000248,Calidad,"Cliente se queda con el producto, problemas de calidad",1063,true
1887,2941,RC-1887-CS-2941-GT,2023-12-17 20:31:39.547,50000234,Calidad,Seleccion de tipo problema de calidad,1063,fold
1887,2941,RC-1887-CS-2941-GT,2023-12-17 20:31:39.547,50000234,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",1063,true
1887,2941,RC-1887-CS-2941-GT,2023-12-17 20:31:39.547,50000234,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1063,"15.00"
1878,2930,RC-1878-CS-2930-GT,2023-12-11 16:18:38.926,50000514,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1879,2931,RC-1879-CS-2931-GT,2023-12-11 16:30:11.977,50000437,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1911,2951,RC-1911-CS-2951-GT,2023-12-20 16:15:55.420,50000668,Calidad,Seleccion de tipo problema de calidad,1063,rust
1911,2951,RC-1911-CS-2951-GT,2023-12-20 16:15:55.420,50000668,Calidad,Cantidad reportada problemas de calidad,1063,"241"
1911,2951,RC-1911-CS-2951-GT,2023-12-20 16:15:55.420,50000668,Calidad,"Cliente se queda con el producto, problemas de calidad",1063,true
1911,2951,RC-1911-CS-2951-GT,2023-12-20 16:15:55.420,50000668,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",1063,true
1911,2951,RC-1911-CS-2951-GT,2023-12-20 16:15:55.420,50000668,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1063,"29.49"
1912,2952,RC-1912-CS-2952-GT,2023-12-20 16:31:26.716,31000095,Calidad,Seleccion de tipo problema de calidad,1063,rust
1912,2952,RC-1912-CS-2952-GT,2023-12-20 16:31:26.716,31000095,Calidad,Cantidad reportada problemas de calidad,1063,"241"
1885,2934,RC-1885-CS-2934-GT,2023-12-13 12:14:54.066,50000437,Calidad,Cantidad reportada problemas de calidad,1072,"03"
1885,2934,RC-1885-CS-2934-GT,2023-12-13 12:14:54.066,50000437,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
1901,2946,RC-1901-CS-2946-GT,2023-12-19 10:03:34.539,50000342,Calidad,Seleccion de tipo problema de calidad,1072,rust
1901,2946,RC-1901-CS-2946-GT,2023-12-19 10:03:34.539,50000342,Calidad,Cantidad reportada problemas de calidad,1072,"1040"
1901,2946,RC-1901-CS-2946-GT,2023-12-19 10:03:34.539,50000342,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,true
1901,2946,RC-1901-CS-2946-GT,2023-12-19 10:03:34.539,50000342,Calidad,"Vendedor selecciona solicitar un descuento o no, problemas de calidad",1072,true
1901,2946,RC-1901-CS-2946-GT,2023-12-19 10:03:34.539,50000342,Calidad,Campo que almacena el valor de descuento seleccionado por problemas de calidad,1072,"3.00"
1900,2945,RC-1900-CS-2945-GT,2023-12-19 09:48:24.661,50000440,Calidad,Seleccion de tipo problema de calidad,1072,manufacture_issue
1900,2945,RC-1900-CS-2945-GT,2023-12-19 09:48:24.661,50000440,Calidad,Cantidad reportada problemas de calidad,1072,"02"
1900,2945,RC-1900-CS-2945-GT,2023-12-19 09:48:24.661,50000440,Calidad,"Cliente se queda con el producto, problemas de calidad",1072,false
