date_created,product_number,type_claim,dispatch_center,country,reported_quantity,problem,client_keep_product
2023-12-04 08:25:10.898,50001270,cantidad diferente,1072,GT,1,missing_amount,False
2023-12-04 12:08:10.510,50000342,calidad,1072,GT,0350,rust,False
2023-12-04 12:09:40.419,50000343,calidad,1072,GT,69,rust,False
2023-12-05 14:00:04.392,50000342,calidad,1072,GT,094,rust,False
2023-12-05 14:01:19.800,50000342,calidad,1072,GT,406,rust,False
2023-12-05 14:02:19.346,50000343,calidad,1072,GT,0700,rust,False
2023-12-05 14:18:09.007,50000342,calidad,1072,GT,0490,rust,False
2023-12-06 15:05:03.638,50000342,calidad,1072,GT,0500,rust,False
2023-12-06 15:09:24.393,50000082,calidad,1072,GT,1,fold,False
2023-12-11 16:18:38.926,50000514,calidad,1072,GT,1,fold,False
2023-12-11 16:30:11.977,50000437,calidad,1072,GT,3,fold,False
2023-12-13 12:14:54.066,50000437,calidad,1072,GT,03,fold,False
2023-12-17 20:31:39.547,50000234,calidad,1063,GT,1,fold,True
2023-12-17 20:26:55.581,50000248,calidad,1063,GT,3,fold,True
2023-12-14 08:59:36.107,31000095,producto cruzado,1063,GT,700,cross_product,True
2023-12-14 09:08:03.821,31000095,producto cruzado,1063,GT,200,cross_product,True
2023-12-15 16:31:13.498,31000153,producto cruzado,1063,GT,173,cross_product,True
2023-12-15 16:33:03.335,31000153,producto cruzado,1063,GT,27,cross_product,True
2023-12-15 09:05:06.190,50000334,cantidad diferente,1063,GT,19,missing_amount,False
2023-12-17 20:34:30.058,50000239,calidad,1063,GT,4,fold,True
2023-12-19 09:48:24.661,50000440,calidad,1072,GT,02,manufacture_issue,False
2023-12-19 10:03:34.539,50000342,calidad,1072,GT,1040,rust,True
2023-12-20 16:38:08.209,50000668,calidad,1063,GT,241,rust,True
2023-12-20 22:41:46.920,50000678,calidad,1063,GT,3,fold,False
2023-12-19 13:16:27.844,50000476,calidad,1072,GT,2,fold,False
2023-12-20 12:56:22.577,50000459,calidad,1063,GT,4,fold,True
2023-12-20 16:15:55.420,50000668,calidad,1063,GT,241,rust,True
2023-12-21 12:17:07.806,50000668,calidad,1063,GT,241,rust,True
2023-12-21 14:40:51.032,50000668,calidad,1063,GT,1,rust,True
2023-12-21 15:41:09.029,50000668,calidad,1063,GT,1,rust,True
2023-12-20 16:31:26.716,31000095,calidad,1063,GT,241,rust,True
2023-12-21 13:01:14.592,31000095,producto cruzado,1063,GT,1,cross_product,True
2023-12-21 09:41:33.184,50000288,calidad,1072,GT,1,rust,False
2023-12-21 09:55:53.762,50002813,calidad,1072,GT,15,technical_especification,False
2023-12-21 15:04:08.216,50000066,producto cruzado,1072,GT,2,cross_product,False
2023-12-22 11:15:11.172,50000352,calidad,1063,GT,500,rust,False
2023-12-22 19:52:49.751,50001297,calidad,1072,GT,100,fold,False
2023-12-22 19:54:26.056,50001179,calidad,1072,GT,30,fold,False
2023-12-22 19:56:12.665,50000585,calidad,1072,GT,20,fold,False
2024-01-05 07:42:25.363,50010407,calidad,1063,GT,15,rust,True
2024-01-08 16:36:32.425,50000510,calidad,1072,GT,01,fold,False
2024-01-09 11:16:40.343,50000448,calidad,1072,GT,1,fold,False
2024-01-09 14:54:54.554,50000722,producto cruzado,1072,GT,015,cross_product,False
2024-01-10 18:24:00.159,50000648,calidad,1072,GT,20,manufacture_issue,False
2024-01-16 17:24:20.781,50000513,cantidad diferente,1072,GT,1,missing_amount,False
2024-01-11 18:31:00.158,50000658,calidad,1072,GT,40,rust,False
2024-01-16 16:46:41.440,50000751,cantidad diferente,1072,GT,1,leftover_quantity,False
2024-01-15 05:40:17.008,50001004,calidad,1072,GT,3,technical_especification,False
2024-01-15 15:01:20.034,50001270,cantidad diferente,1072,GT,2,missing_amount,False
2024-01-16 11:40:43.121,50011213,producto cruzado,1072,GT,1,cross_product,False
2024-01-16 17:12:30.273,50001598,cantidad diferente,1072,GT,1,missing_amount,False
2024-01-17 11:23:19.821,50000461,calidad,1072,GT,70,fold,False
2024-01-19 11:40:22.511,50000062,calidad,1072,GT,5,technical_especification,False
2024-01-19 11:45:37.120,50000461,calidad,1072,GT,30,fold,False
2024-01-19 11:53:56.535,50000350,calidad,1072,GT,600,technical_especification,False
2024-01-19 15:31:12.872,50001335,producto cruzado,1072,GT,25,cross_product,False
2024-01-23 17:57:32.665,50000649,calidad,1221,GT,1,fold,False
2024-01-22 13:19:42.559,50000342,cantidad diferente,1221,GT,11,missing_amount,False
2024-01-22 19:36:42.445,50000439,calidad,1072,GT,6,fold,False
2024-01-23 11:49:35.481,50000151,calidad,1221,GT,20,technical_especification,False
2024-01-23 12:44:29.960,50000352,calidad,1221,GT,4,fold,False
2024-01-23 14:30:12.398,50000083,calidad,1072,GT,190,fold,False
2024-01-23 14:33:12.267,50000082,calidad,1072,GT,109,fold,False
2024-01-23 14:35:18.334,50000082,calidad,1072,GT,18,fold,False
2024-01-23 16:06:34.155,50000352,cantidad diferente,1221,GT,2,missing_amount,False
2024-01-23 18:07:38.453,50000091,calidad,1221,GT,1,fold,False
2024-01-23 18:10:15.501,50010799,calidad,1221,GT,8,rust,True
2024-02-28 09:15:40.185,50010799,calidad,1221,GT,8,rust,False
2024-01-23 18:15:50.552,50000519,calidad,1221,GT,1,fold,False
2024-01-24 15:24:23.960,50002712,calidad,1072,GT,1,fold,False
2024-01-24 15:35:46.588,50000339,calidad,1072,GT,3,rust,False
2024-01-25 16:46:07.831,50000352,calidad,1221,GT,260,rust,False
2024-01-25 21:10:47.468,50011045,cantidad diferente,1221,GT,1,missing_amount,False
2024-01-25 21:11:48.461,50011053,cantidad diferente,1221,GT,2,missing_amount,False
2024-02-28 12:07:07.374,50011045,cantidad diferente,1221,GT,1,missing_amount,False
2024-01-25 20:13:31.919,50000029,calidad,1221,GT,2,fold,False
2024-01-26 09:39:54.384,50000266,calidad,1072,GT,10,fold,False
2024-01-26 09:40:29.334,50000266,calidad,1072,GT,10,fold,False
2024-01-26 09:52:06.925,50000266,calidad,1072,GT,02,fold,False
2024-01-26 14:19:18.116,50000452,calidad,1072,GT,100,technical_especification,False
2024-01-26 14:29:56.612,50010837,calidad,1221,GT,6,fold,False
2024-01-29 15:34:49.125,50010922,calidad,1221,GT,2,fold,False
2024-01-29 15:40:06.208,50003079,calidad,1221,GT,2,fold,False
2024-01-26 14:34:41.162,50000033,calidad,1221,GT,1,fold,False
2024-01-27 08:06:58.214,50000352,calidad,1221,GT,5,fold,False
2024-02-02 07:49:37.103,50000129,calidad,1221,GT,75,rust,False
2024-01-30 12:39:24.978,50000890,calidad,1221,GT,1,fold,False
2024-01-31 12:42:43.224,50000890,calidad,1221,GT,1,fold,True
2024-01-31 13:28:57.393,50010421,calidad,1063,GT,2,manipulation_damage,True
2024-01-31 14:39:06.726,50000352,cantidad diferente,1221,GT,42,missing_amount,False
2024-01-31 14:47:32.005,50000151,calidad,1221,GT,15,rust,False
2024-02-01 13:17:20.916,50000478,cantidad diferente,1221,GT,1,missing_amount,False
2024-01-31 14:56:36.329,50000028,calidad,1221,GT,2,rust,False
2024-01-31 14:58:01.007,50000029,calidad,1221,GT,6,rust,False
2024-01-31 14:59:12.831,50000034,calidad,1221,GT,50,rust,False
2024-01-31 15:00:25.705,50000615,calidad,1221,GT,50,rust,False
2024-01-31 15:07:22.707,50000745,calidad,1221,GT,1,rust,False
2024-01-31 15:09:49.267,50000519,calidad,1221,GT,4,rust,False
2024-01-31 15:31:47.954,50000260,calidad,1221,GT,1,fold,False
2024-02-01 12:22:09.293,70000558,calidad,1074,GT,4,fold,False
2024-02-01 12:48:04.581,50000342,calidad,1221,GT,3,manufacture_issue,False
2024-02-01 16:48:06.447,50000543,calidad,1072,GT,125,manufacture_issue,False
2024-02-03 09:05:27.085,50000652,cantidad diferente,1221,GT,1,missing_amount,False
2024-02-07 19:49:04.678,50000342,calidad,1221,GT,1855,rust,True
2024-02-06 12:16:38.737,50000261,calidad,1072,GT,1,manufacture_issue,False
2024-02-06 13:10:03.316,50000254,producto cruzado,1072,GT,025,cross_product,False
2024-02-06 13:13:15.174,50000511,producto cruzado,1072,GT,300,cross_product,False
2024-02-07 14:02:04.402,50000061,calidad,1072,GT,1,fold,False
2024-02-12 15:49:27.340,50000473,calidad,1221,GT,40,rust,False
2024-02-07 19:38:53.560,50000342,calidad,1221,GT,95,rust,False
2024-02-08 14:50:27.948,50000082,calidad,1072,GT,200,manufacture_issue,False
2024-02-08 14:53:43.555,50000083,calidad,1072,GT,3,fold,False
2024-02-08 16:58:28.896,50000056,calidad,1221,GT,1,fold,False
2024-02-09 08:34:36.163,50000656,calidad,1221,GT,2,fold,False
2024-02-09 08:35:48.497,50000649,calidad,1221,GT,1,fold,False
2024-02-09 17:03:04.252,50000061,calidad,1221,GT,3,fold,False
2024-02-09 17:05:13.753,50000067,calidad,1221,GT,12,manufacture_issue,False
2024-02-09 17:07:33.586,50000511,producto cruzado,1221,GT,40,cross_product,False
2024-02-12 15:28:08.923,50000476,calidad,1072,GT,1,fold,False
2024-02-12 15:47:20.378,50000482,calidad,1221,GT,35,rust,False
2024-02-13 08:19:52.471,50000499,calidad,1063,GT,53,technical_especification,False
2024-02-13 11:35:30.194,50000281,calidad,1131,GT,29,rust,False
2024-02-13 11:50:01.622,50000350,calidad,1131,GT,150,rust,False
2024-02-14 09:24:13.994,70001558,calidad,1073,GT,167,technical_especification,True
2024-02-14 11:09:04.775,50000749,calidad,1131,GT,5,rust,False
2024-02-14 11:10:50.305,50000749,calidad,1131,GT,30,rust,False
2024-02-15 10:52:50.605,50011050,cantidad diferente,1221,GT,1,missing_amount,False
2024-02-15 16:06:37.399,50000151,calidad,1221,GT,4,fold,False
2024-02-16 12:00:00.990,50000084,calidad,1072,GT,100,rust,False
2024-02-19 07:55:14.615,50003087,calidad,1221,GT,2,fold,False
2024-02-19 08:06:07.209,50000659,cantidad diferente,1221,GT,5,missing_amount,False
2024-02-20 09:17:58.308,50000487,cantidad diferente,1063,GT,0120,leftover_quantity,False
2024-02-20 09:47:15.927,50000543,producto cruzado,1063,GT,150,cross_product,True
2024-02-21 12:42:03.073,50000342,cantidad diferente,1221,GT,8,missing_amount,False
2024-02-28 10:38:43.948,50000352,cantidad diferente,1221,GT,8,missing_amount,False
2024-02-21 12:57:53.874,50000232,calidad,1072,GT,200,fold,False
2024-02-22 15:55:59.022,50000080,calidad,1072,GT,1,fold,False
2024-02-23 10:04:23.918,50000098,calidad,1221,GT,50,rust,False
2024-02-23 10:07:37.700,70000770,calidad,1221,GT,1,manipulation_damage,False
2024-02-26 13:27:09.493,50013053,calidad,6083,PA,2,manipulation_damage,False
2024-02-29 10:28:39.907,50000438,calidad,1072,GT,397,technical_especification,False
2024-02-27 09:41:51.437,50000348,cantidad diferente,1221,GT,600,missing_amount,False
2024-02-27 16:52:12.966,50000438,calidad,1072,GT,39,technical_especification,False
2024-02-27 17:03:17.505,50000593,calidad,1072,GT,020,manufacture_issue,False
2024-02-28 09:26:08.141,50004612,calidad,1221,GT,3,rust,True
2024-02-28 09:29:57.579,50004612,calidad,1221,GT,3,rust,False
2024-02-28 12:58:58.126,50000350,cantidad diferente,1221,GT,2,missing_amount,False
2024-02-29 08:17:50.613,50000651,calidad,1072,GT,22,technical_especification,False
2024-02-29 08:18:46.619,50000129,calidad,1072,GT,10,technical_especification,False
2024-02-29 08:54:59.924,50000722,calidad,1072,GT,1,fold,False
2024-03-01 07:02:23.109,50000151,calidad,1072,GT,10,technical_especification,False
2024-03-01 19:46:50.404,50000342,calidad,1221,GT,350,rust,False
2024-03-04 08:14:38.553,50000343,cantidad diferente,1221,GT,16,missing_amount,False
2024-03-04 11:05:11.394,50000350,cantidad diferente,1072,GT,01,missing_amount,False
2024-03-04 11:52:49.893,50000261,calidad,1072,GT,1,manipulation_damage,False
2024-03-04 15:47:26.878,50000239,calidad,1072,GT,1,manipulation_damage,False
2024-03-04 15:57:34.476,50000509,calidad,1072,GT,06,technical_especification,False
2024-03-04 16:07:16.688,50000509,calidad,1072,GT,094,technical_especification,False
2024-03-05 08:21:58.527,50000348,cantidad diferente,1221,GT,3,missing_amount,False
2024-03-06 17:23:12.921,50000449,calidad,1072,GT,1,fold,False
2024-03-06 17:34:19.589,50001609,calidad,1072,GT,7,fold,False
2024-03-07 09:03:22.777,50000524,calidad,1063,GT,1,fold,True
2024-03-07 09:10:44.525,50000654,producto cruzado,1063,GT,288,cross_product,True
2024-03-07 09:11:33.379,50000599,calidad,1063,GT,1,fold,True
2024-03-12 08:21:30.162,50000350,cantidad diferente,1221,GT,2,missing_amount,False
2024-03-12 13:14:07.361,50000348,cantidad diferente,1221,GT,68,missing_amount,False
2024-03-12 21:04:13.090,50000087,calidad,1072,GT,9,fold,False
2024-03-13 10:21:07.050,50000084,calidad,1072,GT,0100,rust,False
2024-03-13 17:03:55.189,50001297,calidad,1072,GT,500,technical_especification,False
2024-03-15 13:05:10.142,50000348,cantidad diferente,1221,GT,1,missing_amount,False
2024-03-19 17:11:26.836,50000127,calidad,1072,GT,3,fold,False
2024-03-20 08:05:47.140,50000334,calidad,1072,GT,10,fold,False
2024-03-20 08:37:21.669,50003469,calidad,1221,GT,2,fold,False
2024-03-20 09:57:13.276,70000832,calidad,1073,GT,2,rust,True
2024-03-20 09:59:37.332,70006015,calidad,1073,GT,3,fold,True
2024-03-20 10:03:49.375,70000769,calidad,1073,GT,11,manufacture_issue,True
2024-03-20 10:08:50.972,70000493,calidad,1073,GT,2,fold,True
2024-03-20 10:11:07.564,70000859,calidad,1073,GT,8,fold,True
2024-03-20 10:13:12.245,70000953,calidad,1073,GT,45,fold,True
2024-03-20 10:16:54.596,70002916,calidad,1063,GT,1,manufacture_issue,True
2024-03-20 10:18:19.662,70000721,calidad,1063,GT,9,fold,True
2024-03-20 10:20:11.255,70000868,calidad,1063,GT,6,fold,True
2024-03-20 10:21:27.934,70000584,calidad,1063,GT,1,fold,True
2024-03-20 10:25:01.693,70002038,calidad,1073,GT,1,fold,True
2024-03-20 10:25:57.678,70001704,calidad,1073,GT,3,fold,True
2024-03-20 10:27:40.072,70001492,calidad,1073,GT,4,fold,True
2024-03-20 10:28:48.147,70002045,calidad,1073,GT,3,fold,True
2024-03-20 10:33:05.690,70000861,calidad,1073,GT,3,fold,True
2024-03-20 10:34:07.677,70000857,calidad,1073,GT,2,fold,True
2024-03-20 10:35:02.100,70000740,calidad,1073,GT,5,fold,True
2024-03-21 10:20:10.471,70000820,calidad,1073,GT,8,manufacture_issue,True
2024-03-21 10:20:56.353,70000820,calidad,1073,GT,8,manufacture_issue,True
2024-03-21 10:28:16.474,70000820,calidad,1073,GT,8,manufacture_issue,True
2024-03-21 10:29:44.143,70000820,calidad,1073,GT,8,manufacture_issue,True
2024-03-21 10:51:31.825,50002742,calidad,1063,GT,1,manufacture_issue,True
2024-03-21 17:38:51.095,50000056,calidad,1072,GT,15,technical_especification,False
2024-03-22 08:01:41.465,50000352,cantidad diferente,1221,GT,1,missing_amount,False
2024-03-22 12:57:34.361,50000580,calidad,1072,GT,01,manufacture_issue,False
2024-03-22 16:23:38.914,70000828,calidad,1073,GT,1,fold,True
2024-03-22 16:29:03.472,70000887,calidad,1073,GT,1,fold,True
2024-03-22 16:30:46.051,70000867,calidad,1073,GT,6,fold,True
2024-03-22 16:32:48.418,70000856,calidad,1073,GT,1,fold,True
2024-03-22 16:34:08.392,70000997,calidad,1073,GT,4,fold,True
2024-03-22 16:38:35.624,70000149,calidad,1073,GT,1,fold,True
2024-03-22 16:39:52.548,70000149,calidad,1073,GT,6,fold,True
2024-03-22 16:41:09.873,70000909,calidad,1073,GT,1,fold,True
2024-03-22 16:43:37.739,70001582,calidad,1073,GT,43,fold,True
2024-03-22 16:44:48.812,70001582,calidad,1073,GT,2,fold,True
2024-03-22 16:47:59.968,70002799,calidad,1073,GT,2,fold,True
2024-03-22 16:53:34.737,70000807,calidad,1073,GT,81,fold,True
2024-03-22 16:55:29.063,70000807,calidad,1073,GT,20,fold,True
2024-03-22 16:57:47.577,70000773,calidad,1073,GT,107,fold,True
2024-03-22 17:06:04.392,70000294,calidad,1073,GT,2,fold,True
2024-03-22 17:07:19.276,70000862,calidad,1073,GT,2,fold,True
2024-03-22 17:08:50.290,70001488,calidad,1073,GT,2,fold,True
2024-03-22 17:11:01.930,70000852,calidad,1073,GT,11,fold,True
2024-03-22 17:12:32.907,70000852,calidad,1073,GT,9,fold,True
2024-03-22 17:13:52.511,70005300,calidad,1073,GT,2,fold,True
2024-03-22 17:15:40.454,70000945,calidad,1073,GT,1,fold,True
2024-03-22 17:16:53.438,70005618,calidad,1073,GT,1,fold,True
2024-03-22 17:17:52.106,70005618,calidad,1073,GT,1,fold,True
2024-03-22 17:22:09.765,70000376,calidad,1073,GT,1,fold,True
2024-03-22 17:24:11.949,70000376,calidad,1073,GT,4,fold,True
2024-03-22 17:27:41.339,70003348,calidad,1073,GT,3,fold,True
2024-03-22 17:30:19.543,70004339,calidad,1073,GT,5,fold,True
2024-03-22 17:31:50.398,70004339,calidad,1073,GT,1,fold,True
2024-03-22 17:48:34.416,70001491,calidad,1073,GT,136,fold,True
2024-03-22 17:50:48.299,70001491,calidad,1073,GT,54,fold,True
2024-03-22 18:14:23.567,70003377,calidad,1073,GT,4,fold,True
2024-03-22 18:16:22.516,70000738,calidad,1073,GT,2,fold,True
2024-03-22 18:18:05.341,70001454,calidad,1073,GT,7,fold,True
2024-03-22 17:34:43.207,70000818,calidad,1073,GT,37,fold,True
2024-03-22 17:35:50.938,70000851,calidad,1073,GT,63,fold,True
2024-03-22 17:37:03.950,70000779,calidad,1073,GT,26,fold,True
2024-03-22 17:38:23.310,70003343,calidad,1073,GT,24,fold,True
2024-03-22 17:39:59.829,70000774,calidad,1073,GT,8,fold,True
2024-03-22 17:41:19.338,70000851,calidad,1073,GT,9,fold,True
2024-03-22 18:08:52.014,70003359,calidad,1073,GT,4,fold,True
2024-03-22 18:10:54.824,70001924,calidad,1073,GT,3,fold,True
2024-03-22 17:54:06.712,70001483,calidad,1073,GT,17,fold,True
2024-03-22 17:55:42.317,70001637,calidad,1073,GT,21,fold,True
2024-03-22 18:02:52.394,70000767,calidad,1063,GT,27,fold,True
2024-03-23 15:11:59.468,50000089,producto cruzado,1011,GT,30,cross_product,False
2024-03-25 11:36:54.305,50000661,cantidad diferente,1221,GT,1,missing_amount,False
2024-03-25 11:44:50.985,50000640,calidad,1221,GT,2,fold,False
2024-03-25 16:32:45.197,50000463,cantidad diferente,1221,GT,1,missing_amount,False
2024-03-25 16:42:28.215,50000463,calidad,1221,GT,1,manipulation_damage,False
2024-03-25 16:57:24.670,50000091,cantidad diferente,1221,GT,4,missing_amount,False
2024-03-25 21:12:48.554,50000447,calidad,1072,GT,100,technical_especification,False
2024-04-01 16:34:10.911,50000342,cantidad diferente,1221,GT,12,missing_amount,False
2024-04-02 10:34:40.341,50012980,cantidad diferente,6083,PA,6,missing_amount,False
2024-04-02 10:52:32.690,50013102,cantidad diferente,6083,PA,20,missing_amount,False
2024-04-02 11:32:43.343,50012982,calidad,6083,PA,64,fold,False
2024-04-02 11:38:41.053,50013118,cantidad diferente,6083,PA,30.00,missing_amount,False
2024-04-02 17:28:42.403,50000129,cantidad diferente,1221,GT,1,missing_amount,False
2024-04-03 16:53:08.472,50011059,calidad,1221,GT,18,technical_especification,False
2024-04-03 16:55:51.532,50011059,calidad,1221,GT,25,technical_especification,False
2024-04-03 17:05:01.787,50000244,calidad,1221,GT,1,fold,False
2024-04-03 17:43:16.951,50000352,cantidad diferente,1221,GT,2,missing_amount,False
2024-04-03 18:07:36.458,50000667,cantidad diferente,1221,GT,15,missing_amount,False
2024-04-04 09:46:03.991,50000272,calidad,1072,GT,6,manufacture_issue,False
2024-04-04 13:37:59.482,50000070,calidad,6083,PA,10,technical_especification,True
2024-04-05 07:34:23.742,50000853,cantidad diferente,6083,PA,30,missing_amount,False
2024-04-05 07:38:39.413,50012981,cantidad diferente,6083,PA,600,missing_amount,False
2024-04-05 07:40:42.598,50000348,cantidad diferente,6083,PA,200,missing_amount,False
2024-04-05 07:48:22.057,50012981,cantidad diferente,6083,PA,200,leftover_quantity,False
2024-04-05 07:56:48.717,50000348,cantidad diferente,1221,GT,3,missing_amount,False
2024-04-05 08:05:13.033,50000160,calidad,6083,PA,15,technical_especification,False
2024-04-05 11:02:11.552,50012980,cantidad diferente,6083,PA,2,missing_amount,False
2024-04-05 13:48:59.804,50010837,calidad,1221,GT,1,manipulation_damage,False
2024-04-05 15:18:52.184,50000154,calidad,6083,PA,01,fold,False
2024-04-05 15:25:00.976,50012980,calidad,6083,PA,20,fold,False
2024-04-05 16:10:19.674,50000722,calidad,1072,GT,1,rust,False
2024-04-05 16:12:05.825,50000509,calidad,1072,GT,20,technical_especification,False
2024-04-06 05:57:36.345,50000061,cantidad diferente,6083,PA,1,missing_amount,False
2024-04-06 06:48:05.781,50000345,cantidad diferente,1221,GT,150,leftover_quantity,False
2024-04-08 13:11:14.392,50000420,calidad,1072,GT,3,fold,False
2024-04-08 14:32:28.050,50000545,cantidad diferente,1221,GT,2,missing_amount,False
2024-04-08 15:40:46.938,50000352,calidad,1072,GT,1035,rust,False
2024-04-08 17:40:43.955,50000352,cantidad diferente,1063,GT,720,missing_amount,False
2024-04-09 14:41:14.147,50000147,cantidad diferente,1221,GT,2,missing_amount,False
2024-04-09 17:40:13.051,50013690,cantidad diferente,6083,PA,1,missing_amount,False
2024-04-09 17:42:05.130,50012981,calidad,6083,PA,5,fold,False
2024-04-09 17:43:34.589,50012980,calidad,6083,PA,10,fold,False
2024-04-10 13:11:39.872,50012982,calidad,6083,PA,3,fold,False
2024-04-10 13:28:41.474,50013096,calidad,6083,PA,25,technical_especification,False
2024-04-11 15:39:50.968,50012980,cantidad diferente,6083,PA,178,missing_amount,False
2024-04-10 16:19:02.105,50013690,calidad,6083,PA,90,fold,False
2024-04-11 08:33:49.339,50012980,calidad,6083,PA,356,fold,False
2024-04-11 13:57:55.979,50010471,calidad,1221,GT,1,manipulation_damage,True
2024-04-11 17:57:54.285,50010492,calidad,1063,GT,15,manipulation_damage,True
2024-04-11 18:02:59.384,50010492,calidad,1063,GT,15,manipulation_damage,True
2024-04-11 18:04:44.944,50010492,calidad,1063,GT,15,manipulation_damage,True
2024-04-11 18:07:04.229,50010499,calidad,1063,GT,15,manipulation_damage,True
2024-04-11 18:08:38.648,50010499,calidad,1063,GT,15,manipulation_damage,True
2024-04-11 18:10:05.404,50010499,calidad,1063,GT,15,manipulation_damage,True
2024-04-12 07:55:00.263,50000057,cantidad diferente,1221,GT,1,missing_amount,False
2024-04-12 07:55:43.265,50000449,cantidad diferente,1221,GT,1,missing_amount,False
2024-04-12 12:18:11.217,50000342,cantidad diferente,1221,GT,1,missing_amount,False
2024-04-12 15:16:46.501,50000628,calidad,1221,GT,1,fold,False
2024-04-13 09:24:42.834,50000089,calidad,6083,PA,4,fold,False
2024-04-13 09:26:50.656,50000060,calidad,6083,PA,1,fold,False
2024-04-13 14:12:55.507,50000352,cantidad diferente,1221,GT,3,missing_amount,False
2024-04-15 09:16:48.242,50000064,calidad,1072,GT,1,technical_especification,False
2024-04-15 08:42:46.748,50000649,calidad,1072,GT,30,technical_especification,False
2024-04-15 08:50:20.667,50000473,calidad,1072,GT,2,manipulation_damage,False
2024-04-15 08:54:23.133,50000009,calidad,1072,GT,30,technical_especification,False
2024-04-15 09:02:27.626,50000012,calidad,1072,GT,1,manipulation_damage,False
2024-04-15 09:09:36.612,50000477,calidad,1072,GT,16,technical_especification,False
2024-04-15 09:11:08.696,50000735,calidad,1072,GT,10,technical_especification,False
2024-04-18 18:57:34.039,50000573,cantidad diferente,1072,GT,1,leftover_quantity,False
2024-04-16 08:37:56.994,50000285,calidad,1072,GT,2,fold,False
2024-04-17 07:54:31.550,50000580,producto cruzado,1221,GT,30,cross_product,False
2024-04-17 07:59:42.690,50000342,calidad,1221,GT,1300,rust,False
2024-04-17 08:19:37.070,50000438,calidad,1221,GT,49,technical_especification,False
2024-04-17 08:21:42.867,50000438,calidad,1221,GT,51,technical_especification,False
2024-04-17 08:22:52.889,50000438,calidad,1221,GT,100,technical_especification,False
2024-04-17 09:03:20.032,50000084,cantidad diferente,1072,GT,14,missing_amount,False
2024-04-17 16:02:42.360,50000445,calidad,1072,GT,1,fold,False
2024-04-18 06:06:20.762,50000269,cantidad diferente,6083,PA,01,missing_amount,False
2024-04-18 06:57:20.841,50000216,calidad,6083,PA,1,fold,False
2024-04-18 08:57:15.914,50000636,cantidad diferente,1221,GT,21,missing_amount,False
2024-04-18 11:08:45.832,50000342,cantidad diferente,1221,GT,2,missing_amount,False
2024-04-19 06:56:13.095,50013122,calidad,6083,PA,40,technical_especification,True
2024-04-19 06:39:14.626,50000941,cantidad diferente,1072,GT,45,missing_amount,False
2024-04-19 09:29:35.691,50000091,calidad,6083,PA,300.00,fold,False
